"","logFC","logCPM","LR","PValue","FDR"
"YEL070W_mRNA",10.5951387731631,6.9725770423174,658.490243603908,3.18176977335508e-145,1.83779022108989e-141
"YEL069C_mRNA",9.28770385483392,7.39455715670556,579.050282410938,6.03481448355874e-128,1.74285442285176e-124
"YNR071C_mRNA",8.96488849951031,8.79699368786029,556.736351512985,4.3109799560804e-123,8.30007340877347e-120
"YGR087C_mRNA",-5.05874283208933,7.70007429963819,504.743036090086,8.83061622383513e-112,1.27514098272179e-108
"YHR094C_mRNA",-5.05324888303792,8.05264074209283,462.272566029194,1.53937443782645e-102,1.77828535057711e-99
"YJL052W_mRNA",-5.40206935011219,12.3891381724707,425.654811794417,1.43426346502437e-94,1.3807176289968e-91
"YNR073C_mRNA",8.16183767178784,9.58432302796219,416.843301534283,1.18725804583509e-92,9.79657496106213e-90
"YGL055W_mRNA",-4.69205391877888,9.87192867824278,395.349691708755,5.6658222777502e-88,4.09072368453564e-85
"YKL164C_mRNA",3.96459878495488,7.11921816187705,393.067753707159,1.77840300959381e-87,1.14133953149042e-84
"YNR072W_mRNA",5.55358869759218,8.47458541249874,390.164293246443,7.62272832084695e-87,4.4028878781212e-84
"YJL158C_mRNA",4.31436078998075,6.549394528841,387.662750489664,2.67118016680482e-86,1.40261242213315e-83
"YFL068W_mRNA",-10.647626139026,4.94985342711242,372.87361765008,4.43123642081418e-83,2.13290179721856e-80
"YIR019C_mRNA",5.38889380899372,11.9237104571137,367.723334164478,5.86001742294978e-82,2.60365081807369e-79
"YGR296W_mRNA",-10.5460700829907,4.63944127347114,363.833370508992,4.11993775113508e-81,1.69976860361116e-78
"YJL212C_mRNA",-5.18135045668771,6.64043088427745,339.359087980123,8.79934239606775e-76,3.38833344531249e-73
"YCR012W_mRNA",-4.89549262159248,10.5852898532095,332.272599526715,3.07480242064664e-74,1.11000367385344e-71
"YOR273C_mRNA",-4.02991255961894,7.41890288774108,331.648750902007,4.20426305238758e-74,1.42846019944651e-71
"YGR088W_mRNA",-4.4455716842887,8.15216598630583,302.115694025309,1.13982507740364e-67,3.65757202615746e-65
"YJR152W_mRNA",-3.46822236022077,8.99011886709166,298.249203579081,7.92893037393599e-67,2.41039483367654e-64
"YOR248W_mRNA",4.73558411972951,5.00119925598513,289.089616186298,7.85094191935442e-65,2.26735202630956e-62
"YPL095C_mRNA",-3.85891015289269,7.28808963639335,279.749958948359,8.51303660043091e-63,2.34149044781376e-60
"YDR545W_mRNA",-10.2734302465853,4.39935696783314,273.927203981134,1.5813015295639e-61,4.15163528852776e-59
"YAL038W_mRNA",-3.35996643889102,9.30398793426662,267.16632428119,4.70444493972549e-60,1.18142930312411e-57
"YDR403W_mRNA",4.1326348236301,5.36723551105836,259.111134582118,2.68082723884647e-58,6.45185755482384e-56
"YKR097W_mRNA",4.10413269287241,7.21145060646311,257.983086523399,4.72238706835468e-58,1.09106030827267e-55
"YOR386W_mRNA",-10.013156636203,4.16453514041099,251.40347818771,1.28372540781779e-56,2.85184536752136e-54
"YKL001C_mRNA",3.5819432828779,6.47019918843183,251.295232106564,1.35540867740071e-56,2.89957056320981e-54
"YOR047C_mRNA",-3.72751503258705,4.95155233186212,248.920860114909,4.46379150907933e-56,9.20816419872937e-54
"YKR075C_mRNA",3.25933910580301,6.87463189886412,247.867218981748,7.57552951774307e-56,1.50883649980979e-53
"YEL071W_mRNA",-10.1918994327926,6.71334424098614,245.838091929804,2.09798856615898e-55,4.03932731937809e-53
"YHR174W_mRNA",-3.51564618217926,8.20508408368089,241.2466429922,2.10321941815111e-54,3.9187726965293e-52
"YMR145C_mRNA",3.25633517990462,7.37071382819019,240.11653075754,3.70934001000545e-54,6.69535871805984e-52
"YPL106C_mRNA",3.23626906372105,9.31246453567642,239.764860643978,4.4256442677315e-54,7.74621857285367e-52
"YFR015C_mRNA",3.88181221352339,6.27098500179101,235.537757080763,3.69582189680125e-53,6.27854919880118e-51
"YGR060W_mRNA",-2.89149544826945,7.63450019593452,235.07400303045,4.66485716297333e-53,7.69834713523827e-51
"YPR167C_mRNA",4.05567524802042,6.71301264101244,230.351339371836,4.99714068361901e-52,8.01763460793984e-50
"YOR384W_mRNA",-9.33526814899314,3.5491054696327,229.433837807939,7.92161561055995e-52,1.23662842612417e-49
"YNL036W_mRNA",3.67942664577657,7.78311130545511,229.213422288989,8.84877835477065e-52,1.34501430992514e-49
"YOL128C_mRNA",-3.66081799348039,6.28962105067607,217.036488068603,4.00701193775197e-49,5.9344874237065e-47
"YOR247W_mRNA",3.470910296298,5.8257216209062,214.897575426323,1.17330457352214e-48,1.69425180416597e-46
"YER103W_mRNA",4.63158021167964,9.22785849360143,214.395971553713,1.50950823360444e-48,2.12656574568275e-46
"YDL210W_mRNA",-3.35029251426,5.60734271998692,208.496310501393,2.92370614889423e-47,4.02079207524121e-45
"YBL049W_mRNA",-2.9644420554125,6.80156213755278,200.383090935855,1.7227936861901e-45,2.31415263521721e-43
"YGR201C_mRNA",-3.06161418184393,6.0152547147316,200.01647109271,2.07127392214648e-45,2.71901776689047e-43
"YOL126C_mRNA",-3.37806903115458,6.29172742728674,198.914797089069,3.60288672170332e-45,4.62450526767964e-43
"YNR074C_mRNA",9.12352533554269,3.12020420662484,193.120878336171,6.62428667486591e-44,8.31779996391858e-42
"YML058W-A_mRNA",5.50967399771172,3.58355523794879,191.45765939898,1.52813497973174e-43,1.87798034955968e-41
"YJR095W_mRNA",3.89590911926112,5.27552470936298,190.630690720185,2.31561339772424e-43,2.78645478859483e-41
"YGR125W_mRNA",-2.41115872439858,8.63544856289945,189.664331882114,3.76357411901731e-43,4.43640900233551e-41
"YBR116C_mRNA",4.0848445537198,5.40916423377772,189.529782488805,4.02689234433586e-43,4.65186603617679e-41
"YBR117C_mRNA",2.67251819101155,5.98027886704442,186.001568612722,2.37219291897543e-42,2.68662476470629e-40
"YFR030W_mRNA",3.18384006058816,8.12218993626157,185.50397201952,3.04633267236964e-42,3.3837725991552e-40
"YDR085C_mRNA",2.7655123242456,6.68228273432866,184.735476525936,4.48276499921574e-42,4.88536804442832e-40
"YMR319C_mRNA",-3.33788672672025,5.96315225240276,184.346052778679,5.45207296073316e-42,5.83169878170273e-40
"YNL276C_mRNA",4.22268814126281,5.72207336674441,183.976369582387,6.56551252209434e-42,6.89498187774853e-40
"YNL141W_mRNA",-2.59655349978205,6.37040841204236,180.166938770661,4.45626390678425e-41,4.59631791528319e-39
"YLR092W_mRNA",3.31217004765236,6.97354769834062,179.158815525252,7.39754032231828e-41,7.49617419328252e-39
"YDL059C_mRNA",3.70126000654302,5.666973459127,176.872746078682,2.33485094220614e-40,2.32518949003149e-38
"YKR033C_mRNA",-3.55683290813619,4.18276803034026,176.250411251991,3.19267275670796e-40,3.12557251571952e-38
"YPL111W_mRNA",2.96805185796574,5.95688638751306,175.890897678332,3.8252539711671e-40,3.68244448957686e-38
"YPR127W_mRNA",2.51557496832202,7.15388502782664,172.615000829526,1.98631939839633e-39,1.8808165319897e-37
"YKR069W_mRNA",2.91975953661564,5.86052174140403,172.250822562892,2.3855187446928e-39,2.22238004344284e-37
"YNR034W-A_mRNA",6.43949938212225,11.0867236100177,171.244483087631,3.95698704888253e-39,3.62786622132468e-37
"YHR087W_mRNA",3.82009731046826,7.26142668767475,171.168796314054,4.11050053457072e-39,3.70972673245008e-37
"YER067C-A_mRNA",4.51569459147673,8.63909708317058,170.396187078329,6.06227807847837e-39,5.38703356635248e-37
"YLL026W_mRNA",3.38434251133471,11.0229789539243,168.097702632361,1.92601911740542e-38,1.68555854880814e-36
"YCR013C_mRNA",-3.20697907950128,9.76059649868586,166.877790696485,3.55733181607894e-38,3.06673859248835e-36
"YLR004C_mRNA",-2.70461269243357,5.36234469823137,165.591548449013,6.79342658644148e-38,5.77041646518912e-36
"YMR280C_mRNA",2.40218750753562,7.27665681296683,162.630753858721,3.01223363839141e-37,2.52154514425345e-35
"YOR020C_mRNA",2.454657116023,7.61657963308841,161.87501129913,4.40550194907028e-37,3.63516846540427e-35
"YPL201C_mRNA",4.57420376606645,4.79255906413397,160.363654172505,9.4231222900016e-37,7.66590906296468e-35
"YIL071C_mRNA",-2.90779567401389,4.7510876329487,158.642631810284,2.23987924162499e-36,1.79688090272582e-34
"YKR034W_mRNA",-2.63744802702865,6.7892818138762,158.037186789749,3.03749420058716e-36,2.4033652743276e-34
"YBR054W_mRNA",-2.42902954322957,10.1366758500052,157.528255731276,3.92392082937171e-36,3.06277928519608e-34
"YCR032W_mRNA",-2.69183431271768,5.96240245452297,157.365940874068,4.2578226029834e-36,3.27909111397762e-34
"YDL184C_mRNA",2.61877066609306,6.52097649089127,156.466692663755,6.69400254004255e-36,5.08744193043234e-34
"YOL002C_mRNA",-3.09213167967903,6.39016116443041,154.751031220387,1.58708932039822e-35,1.19052310579482e-33
"YPR036W-A_mRNA",3.56872501373958,9.0760546380318,153.253211699177,3.37236172086423e-35,2.49727708970664e-33
"YBR072W_mRNA",4.10246821487618,9.69812411258347,152.983380927795,3.86282453447493e-35,2.82426259634522e-33
"YPL056C_mRNA",3.4849835661198,4.95793800241873,152.50158869056,4.92267417118728e-35,3.55417075159722e-33
"YOR385W_mRNA",-8.69520678287049,3.10168381605091,151.899511709604,6.66482127086748e-35,4.75259353833711e-33
"YER053C_mRNA",2.71900361533882,10.6459002081064,151.141309914987,9.76118720915231e-35,6.87568503903216e-33
"YKL152C_mRNA",-2.35302538628162,9.3811312945784,148.204602662881,4.27962918681896e-34,2.97820941964655e-32
"YHL021C_mRNA",2.4567788458727,6.81649908408774,147.609014586382,5.77563062577358e-34,3.97143363029383e-32
"YEL072W_mRNA",-8.62200280341772,4.16179023117942,146.233230309961,1.15439328235987e-33,7.84444188107132e-32
"YLR303W_mRNA",3.23025312048714,8.82449091843042,145.32379771094,1.82461507945845e-33,1.22546240685488e-31
"YMR320W_mRNA",-8.474966005758,2.93204339981339,145.238811149521,1.9043693906186e-33,1.26432616094402e-31
"YNR067C_mRNA",2.52666376224085,6.56906562101134,144.813547488504,2.35898009590262e-33,1.54834875385608e-31
"YJR010W_mRNA",2.8890988448196,5.91203331185167,144.495889033721,2.76804666945712e-33,1.7964311868297e-31
"YIL155C_mRNA",3.33291723126886,7.56221952451904,141.648951247008,1.16048827952245e-32,7.44775589169076e-31
"YOR381W_mRNA",-3.52613254278347,4.24776264966539,141.500646136811,1.25045817117175e-32,7.93697406229454e-31
"YDR089W_mRNA",-2.26114829535283,5.78513626036132,140.865806870415,1.72141592225989e-32,1.08074982249708e-30
"YDR345C_mRNA",-2.48390356342923,9.82509276491283,139.387141533745,3.6243802473414e-32,2.25101293641333e-30
"YCR107W_mRNA",-8.9927527684001,5.23315743132105,139.252104342473,3.87939732969258e-32,2.38376584854301e-30
"YLR152C_mRNA",-2.46975938504832,5.97508686648898,139.177540013072,4.02782313888485e-32,2.44891646844199e-30
"YJL152W_mRNA",2.59407471516624,6.8027134864693,138.396109264868,5.96982423922707e-32,3.59184425060162e-30
"YPR035W_mRNA",-2.83139686070313,8.47156144177057,137.656939091007,8.66197497367331e-32,5.14242597108822e-30
"YDR154C_mRNA",2.37981447729622,8.19893965655075,137.642535904744,8.72503021410398e-32,5.14242597108822e-30
"YMR002W_mRNA",2.15217441925105,7.33480733186727,136.707852847101,1.39697798555108e-31,8.15044933792227e-30
"YBR051W_mRNA",3.56865928866345,4.21826800399137,136.685215356261,1.41299519027406e-31,8.16146021902298e-30
"YIR017C_mRNA",2.87783146646649,5.08457592808183,136.660566659586,1.43064436610028e-31,8.18158599860912e-30
"YDR258C_mRNA",3.21001015878822,10.3499144089727,136.063912272848,1.93210277344886e-31,1.09410055092555e-29
"YMR015C_mRNA",-3.52280554273759,7.76557182342117,134.896578389262,3.47822692481773e-31,1.95050861337351e-29
"YPL271W_mRNA",2.66163373019868,9.21810878624242,134.514597261925,4.21610093328607e-31,2.3415575952558e-29
"YLR327C_mRNA",6.40419441674858,8.87859222469992,134.314179495105,4.66391141513198e-31,2.56559546036212e-29
"YKR039W_mRNA",-2.30664242314895,9.51725852259253,133.372078342656,7.49603145740101e-31,4.08462997150455e-29
"YIL053W_mRNA",-2.68873646759415,5.33490284671838,132.734807661453,1.03332738944637e-30,5.578036449946e-29
"YKL060C_mRNA",-2.25881315671891,11.7389397165931,132.231650053448,1.33140421183998e-30,7.12054696998862e-29
"YMR088C_mRNA",-3.86672196329692,7.47554734207414,132.171674876346,1.3722411727687e-30,7.27161927881838e-29
"YGR243W_mRNA",2.71957636721617,7.079124696888,131.606852222097,1.82388090792195e-30,9.57703284014291e-29
"YMR186W_mRNA",2.4522032997055,10.4247712058775,131.241362090548,2.19258621136313e-30,1.14093495106607e-28
"YMR304C-A_mRNA",2.69875490276883,5.70652189318556,130.699401575551,2.88089379823573e-30,1.48571808737585e-28
"YBL015W_mRNA",2.44364928745116,7.17591342287413,130.228456928414,3.65227820316933e-30,1.86686361960231e-28
"YGR142W_mRNA",6.27561148617869,10.1369800852687,129.597758925454,5.0183014541284e-30,2.54260607009172e-28
"YMR122W-A_mRNA",2.8653663469447,7.08431851667969,129.046313705612,6.62542439679107e-30,3.32769141877089e-28
"YER065C_mRNA",2.04712924015378,6.55233261252095,128.603957091711,8.27951134789521e-30,4.1226256504692e-28
"YGR049W_mRNA",-2.59013236135696,4.3513989546948,128.22671082706,1.00126961473331e-29,4.94301990999966e-28
"YCL064C_mRNA",-3.08999985324642,5.35763306543898,128.113955993723,1.05979922415083e-29,5.13457079070268e-28
"YDR223W_mRNA",-2.41820263103372,5.24174398824946,128.106615754022,1.06372597585202e-29,5.13457079070268e-28
"YJL034W_mRNA",2.2605105118221,9.47464177939658,128.101001731563,1.066739083941e-29,5.13457079070268e-28
"YHL016C_mRNA",-2.36295457787548,6.2771050602793,127.624454492165,1.35623906108065e-29,6.47408001388582e-28
"YHL032C_mRNA",3.04460987940255,6.9834489240248,126.718363273181,2.14099277217422e-29,1.01363723377691e-27
"YJL217W_mRNA",8.20377745372575,2.2497314029775,126.312994755534,2.6261832675564e-29,1.23323858157771e-27
"YLR364W_mRNA",3.94404625457792,3.43437493543516,125.797099327835,3.40584931515057e-29,1.58646658421852e-27
"YHR052W-A_mRNA",5.20094567729879,7.99335943019929,125.711344089005,3.55625386051224e-29,1.64327378386549e-27
"YGL253W_mRNA",-3.32201395965838,6.59885980946613,125.546870942367,3.86355926058842e-29,1.77110462612371e-27
"YPL240C_mRNA",4.07932459930616,11.368745998185,125.317332960322,4.337329288381e-29,1.97263102123533e-27
"YOR274W_mRNA",-2.2498233634818,5.42502989301517,124.871211555054,5.43073889247826e-29,2.43242504482589e-27
"YDR174W_mRNA",2.32836244023073,6.6663479010733,124.870557850066,5.43252823376973e-29,2.43242504482589e-27
"YPL280W_mRNA",-8.4056729185102,3.39565177028817,124.829416676933,5.54633550232135e-29,2.46427952780063e-27
"YHL050C_mRNA",-2.77266571911231,6.7603587124904,124.309166578254,7.20891484051236e-29,3.17852611593888e-27
"YER132C_mRNA",-2.16549693264086,6.14541704217802,124.288810142431,7.28325055820781e-29,3.18697388062184e-27
"YJR159W_mRNA",3.82576230120527,4.25257495299238,124.143464765535,7.83676361489276e-29,3.403394484182e-27
"YJR120W_mRNA",3.05651616129001,5.51644345434137,123.195138579063,1.26387000438125e-28,5.44784563082544e-27
"YLR269C_mRNA",2.35398477960086,5.52151410094493,122.613351727523,1.69452365149345e-28,7.25005082298234e-27
"YDR433W_mRNA",3.56723756225833,6.35841353657917,122.28439110068,2.00011393563139e-28,8.49460153838742e-27
"YKR011C_mRNA",2.96331769313678,6.75431187390443,121.305084913362,3.27662560733856e-28,1.38144448963413e-26
"YHR183W_mRNA",-2.45590972696227,7.91082503731853,120.965658779396,3.88804309844172e-28,1.62734325627532e-26
"YDR529C_mRNA",2.72110082850711,9.51149017364667,120.684749948238,4.47946829933748e-28,1.86139632352326e-26
"YLR377C_mRNA",3.09152775438111,7.36289482975968,120.329028115967,5.35921589485686e-28,2.2110593577638e-26
"YNL101W_mRNA",-2.98741098919649,7.22750627302895,120.21061971684,5.68883949479765e-28,2.33040687389725e-26
"YML081C-A_mRNA",2.41608058762958,8.18747414462568,119.816607577888,6.93879128409637e-28,2.82242665189723e-26
"YLR023C_mRNA",-2.42524652430193,6.02328236581664,119.494667003035,8.16144764293711e-28,3.29653997102131e-26
"YOR348C_mRNA",-2.69114901676088,8.04722239005743,119.185750078322,9.53675670565677e-28,3.82529907860233e-26
"YDR146C_mRNA",4.50541205180296,3.22709659496067,118.76827126652,1.17707659379145e-27,4.68882372809613e-26
"YJL116C_mRNA",-3.82230022481732,8.79914325464485,118.562807658773,1.30554087642316e-27,5.16493431658917e-26
"YML087C_mRNA",2.37235480981071,6.74930412415171,117.836739929686,1.88263568220404e-27,7.36662368219252e-26
"YDR492W_mRNA",-2.30046976511569,6.73147335638259,117.831548434641,1.88756978006318e-27,7.36662368219252e-26
"YPR191W_mRNA",2.2419157551774,9.00139584106333,117.652866326638,2.0655109660733e-27,8.0069740537177e-26
"YDL238C_mRNA",-2.81214457933583,4.64203286513261,117.188023412134,2.61103352373107e-27,1.00542197553804e-25
"YMR105C_mRNA",2.35221612917076,7.38947668327623,117.125759284892,2.69430306605498e-27,1.03061553043269e-25
"YLL046C_mRNA",5.50341302534589,3.5957030597638,116.581902184564,3.5443577778677e-27,1.34685595558972e-25
"YGR144W_mRNA",-2.94261750421419,3.99528278174111,114.14307985599,1.21237094639613e-26,4.57689842247323e-25
"YPR103W_mRNA",1.96656139669332,7.22034320379714,114.013649686718,1.29414563659817e-26,4.85388649155262e-25
"YHR176W_mRNA",2.41163889924442,5.76054930122134,113.934616087803,1.34676904083978e-26,5.01866966444554e-25
"YPL092W_mRNA",2.16487156778028,7.17839256670838,113.092761871464,2.05912488037424e-26,7.62404186477024e-25
"YBR052C_mRNA",2.28323408151978,7.02197796305529,112.903112050679,2.26580686245802e-26,8.33586015131052e-25
"YLR190W_mRNA",2.06674439278262,5.46742781436724,112.812946419825,2.37122434266155e-26,8.66847582481842e-25
"YCL018W_mRNA",-3.07579031939881,6.81897811503978,112.178270001697,3.26584153874923e-26,1.18638369357331e-24
"YJL193W_mRNA",-3.25799482738015,4.23676198907794,112.151650998762,3.30998483966781e-26,1.19490452712008e-24
"YCR106W_mRNA",-8.60639157632238,4.46849824722233,111.638869508661,4.28699691152976e-26,1.53799342614881e-24
"YAL012W_mRNA",2.5942622440639,5.241340027291,111.207026897685,5.33032552075047e-26,1.90049137085523e-24
"YDL204W_mRNA",2.39441680759852,8.2782467820985,111.057836264485,5.74693854280968e-26,2.02715214103491e-24
"YDL003W_mRNA",3.28267143545371,4.42167577241855,111.054794046565,5.75576438936505e-26,2.02715214103491e-24
"YLR390W_mRNA",3.21853124217922,5.45708496714026,110.934908603691,6.11457525088313e-26,2.14047191812733e-24
"YOL159C_mRNA",8.00696929394187,2.0950302970899,110.797715771784,6.55271694329269e-26,2.28002970267823e-24
"YOR045W_mRNA",2.07481895109766,6.3642314625064,109.320873414955,1.38031056720216e-25,4.77405618931716e-24
"YDR524W-C_mRNA",2.42792177374876,7.98230727003924,108.820025929139,1.77710912929989e-25,6.10987043502151e-24
"YHR180W_mRNA",-8.42723703151303,3.45877000290817,108.367451480941,2.2329470519398e-25,7.63165808994338e-24
"YNL142W_mRNA",-3.28807896140443,9.19414379107181,108.082695126255,2.57794547583517e-25,8.7589488637788e-24
"YLR307C-A_mRNA",5.14937270256325,2.56526625198414,107.068279428394,4.30093180128364e-25,1.45275918621136e-23
"YLR142W_mRNA",-1.8550575751117,10.0007176842266,106.490189831315,5.75768199101377e-25,1.93350995233114e-23
"YOR285W_mRNA",2.23870049891184,7.69984700847806,106.195308157175,6.68146543396008e-25,2.23075978881812e-23
"YMR009W_mRNA",2.13304197433895,6.63077204869506,105.892641982759,7.78401116620145e-25,2.58393382160802e-23
"YBR299W_mRNA",4.7703344144117,3.74416089260899,105.837502369011,8.00364696002112e-25,2.64166084806183e-23
"YPL256C_mRNA",2.27985470219602,4.24281075979931,105.570780165056,9.15680428582326e-25,3.00509667925654e-23
"YNL339C_mRNA",-3.86412453318115,6.43733461048866,104.769612950405,1.37195326935197e-24,4.47706332416779e-23
"YLR231C_mRNA",-3.01689612743949,4.30049298372052,104.621246395643,1.47862762545798e-24,4.79806357564341e-23
"YDR536W_mRNA",2.46652119737957,6.66631570722649,104.470653693391,1.59538931218705e-24,5.14802718837563e-23
"YIR031C_mRNA",-3.05811925081518,5.78831889721731,104.125334485745,1.89914259383176e-24,6.09413756776236e-23
"YHR193C_mRNA",1.79255926337693,7.02643258701088,104.08835535673,1.93492085823106e-24,6.17464247355944e-23
"YOL086C_mRNA",-2.04278066572713,8.87514845014377,103.879272617988,2.15027273881188e-24,6.82416227438318e-23
"YLR439W_mRNA",2.12259647575992,4.4552961893655,103.592438050914,2.4852395255847e-24,7.84412213102579e-23
"YOR315W_mRNA",2.92053365519465,3.22468920306065,103.474513050069,2.6376557281591e-24,8.27994537274291e-23
"YJL089W_mRNA",2.0607925946685,5.77886483231576,102.704109395838,3.89136408444942e-24,1.21494697036648e-22
"YHL028W_mRNA",-2.19875564102714,6.0484620622195,102.348372347892,4.65681083529049e-24,1.44611502067945e-22
"YLR216C_mRNA",2.77317403416938,6.44990680751928,102.091072597466,5.30269818076132e-24,1.63788153433569e-22
"YER066C-A_mRNA",2.6537553442201,6.53363587814457,101.836619506185,6.0295159575078e-24,1.8524725622641e-22
"YGL157W_mRNA",-2.74146192872312,5.49615376530995,101.248328079178,8.11451795921602e-24,2.47986538266834e-22
"YMR246W_mRNA",-3.19965580650826,6.22839498112036,100.926314243532,9.54697556747284e-24,2.90228057251174e-22
"YML075C_mRNA",-3.00128198407772,6.2720920715578,100.838570526522,9.97939958267323e-24,3.01785403086495e-22
"YJL102W_mRNA",1.75232359120405,6.70008102709318,100.821650248453,1.00650133259827e-23,3.02789150889979e-22
"YMR303C_mRNA",-2.74892060572777,5.59151824174509,100.78459600091,1.02550762214144e-23,3.06215354823603e-22
"YGR211W_mRNA",2.00445579849091,6.42296748048784,100.775854676661,1.03004340349483e-23,3.06215354823603e-22
"YIR023W_mRNA",-2.05982324613221,4.8938584993427,100.768653835344,1.0337949132722e-23,3.06215354823603e-22
"YHR131C_mRNA",-2.34932467028022,5.28732587482552,100.691122415268,1.0750634511392e-23,3.16814617029594e-22
"YNL277W_mRNA",2.32480402085812,6.72104015934046,100.465913116438,1.2045218379815e-23,3.53163357166556e-22
"YOR264W_mRNA",2.22873879109941,4.10468991710579,99.9576599252271,1.55690038686699e-23,4.54174577502209e-22
"YMR194W_mRNA",1.9298884943646,6.10543736781094,99.6437044151013,1.82433864163491e-23,5.29516582617248e-22
"YOR003W_mRNA",-2.59642038734476,5.61442089867817,99.5982894997476,1.86665594877882e-23,5.39090238007323e-22
"YNL176C_mRNA",-1.99599424308216,6.34535687069468,99.3147053752398,2.15402669903964e-23,6.18987970828505e-22
"YBL100C_mRNA",2.34384736627386,8.14477037701475,99.2996645330417,2.17044815689161e-23,6.20619235356731e-22
"YHR072W_mRNA",-1.9805280852644,5.13371238697412,98.5847648756853,3.11405781133822e-23,8.86049158536431e-22
"YPR030W_mRNA",2.16668553569466,6.7993692944655,98.0407043392902,4.09870175613344e-23,1.16049516389347e-21
"YDL168W_mRNA",1.78846429900643,8.26008837638303,97.8733572542358,4.4601455339142e-23,1.25164067208209e-21
"YNL030W_mRNA",1.98052690972225,8.00721171839429,97.8716671740518,4.46395392051439e-23,1.25164067208209e-21
"YCL002C_mRNA",-2.20467370469228,4.57931885296898,97.7749819964245,4.68732497177635e-23,1.30792217569953e-21
"YOL159C-A_mRNA",7.89624964925274,1.99415701392017,97.2284998645082,6.1771117369812e-23,1.71533641311555e-21
"YPL075W_mRNA",-2.22707151382725,5.97417336982596,97.1453935070745,6.44189767204149e-23,1.78030626572783e-21
"YER067W_mRNA",3.05836409695719,7.92084958281053,97.0395048789311,6.79578171759396e-23,1.86916358099156e-21
"YNL277W-A_mRNA",3.47257150125883,2.95437234656857,96.506511530796,8.89508093203903e-23,2.4349757091686e-21
"YKL148C_mRNA",1.8993067446237,8.39010324927187,95.9663435484807,1.16853202499713e-22,3.18369857376577e-21
"YMR021C_mRNA",-2.00944682393338,4.90129012111711,95.5979188046931,1.40754308193302e-22,3.81688677992728e-21
"YBR230W-A_mRNA",3.10042087629589,6.02533468799912,95.2905774770397,1.64393756076141e-22,4.43709502381209e-21
"YHL008C_mRNA",3.14003496046766,4.33214060623463,94.60925213889,2.31931744654954e-22,6.21948178373422e-21
"YML009C_mRNA",2.66109211814031,5.99102920101129,94.6036888204979,2.32584498837706e-22,6.21948178373422e-21
"YMR170C_mRNA",-2.85109108549474,5.83721390436974,93.9316443651414,3.26610552363299e-22,8.6935601403245e-21
"YHR005C-A_mRNA",2.12858191329272,6.51005106150732,93.8715091825682,3.36685682237543e-22,8.92062614955987e-21
"YPR044C_mRNA",1.64628839117096,7.62300898656898,93.4188982200755,4.23190680593858e-22,1.11614126534709e-20
"YCR079W_mRNA",-2.21579789629268,5.15575788794723,93.2518634209141,4.60455790371366e-22,1.20890574781137e-20
"YDR511W_mRNA",2.02428963089786,4.99930662031701,93.1747505626572,4.78749970988657e-22,1.25124879295497e-20
"YDL130W-A_mRNA",3.96655822565129,8.3256326760321,92.7300086338799,5.99378241565624e-22,1.55946338886624e-20
"YDR230W_mRNA",2.71245437445546,6.50322322888121,92.6553483503796,6.224214720146e-22,1.61215534634813e-20
"YLR438W_mRNA",2.48796659511954,5.52173258120311,92.3242882924429,7.35757405304813e-22,1.89720302367884e-20
"YNL111C_mRNA",-2.81804370896073,4.71145971890773,92.154654975139,8.01606390020526e-22,2.05781267055936e-20
"YLR146W-A_mRNA",2.87752129300135,3.74843747971604,92.139674242967,8.07697558310715e-22,2.06427482159411e-20
"YHR055C_mRNA",4.45700380498234,8.10905453150473,91.859991996553,9.3030960522512e-22,2.36716664307502e-20
"YNL327W_mRNA",2.09176780906613,5.47349649838433,91.4070880110945,1.16956773785383e-21,2.96290493589638e-20
"YLR056W_mRNA",-2.60262387562155,7.04165540937331,91.2848540971201,1.24409249910176e-21,3.13793811127151e-20
"YKL085W_mRNA",2.15023884653643,9.55918152736113,91.115517103206,1.35524723719099e-21,3.40343827913701e-20
"YBR050C_mRNA",2.95083316314613,5.24248243384624,91.020457355694,1.42194380391343e-21,3.55547506987186e-20
"YPL229W_mRNA",-2.02397222660024,4.66683197732202,90.340711471118,2.00484620114099e-21,4.99137571456482e-20
"YCL035C_mRNA",2.09314456529868,7.62445896758785,90.327154896531,2.01863006797067e-21,5.00412329296078e-20
"YDL181W_mRNA",1.73809288261146,7.29869874006281,90.3139878307679,2.0321086331005e-21,5.01600831828569e-20
"YBR009C_mRNA",1.97654588552996,7.94315006261943,90.1842063001085,2.16987303464342e-21,5.33327091408528e-20
"YIL123W_mRNA",2.51772264721026,4.69030270203038,90.1754577689758,2.17948891685154e-21,5.33420677276886e-20
"YKR093W_mRNA",-2.06407035571584,7.86880069185506,90.1074240486736,2.25573688246503e-21,5.49752583675867e-20
"YOL136C_mRNA",-2.5732248829426,6.02285360358719,90.0642367556631,2.30551711413421e-21,5.59523817278957e-20
"YLR164W_mRNA",-2.73380271035701,4.24554149160784,89.887710627408,2.52067907461731e-21,6.09181687656467e-20
"YHR027C_mRNA",1.72108534258619,8.4817977485566,89.8281725345761,2.59768764462396e-21,6.25176826472832e-20
"YJR094W-A_mRNA",2.0754214602004,6.1844908160955,89.7526240871781,2.69880129933151e-21,6.46816444188332e-20
"YGR164W_mRNA",4.15958645769826,2.56892363452605,89.7310959141503,2.72832865497899e-21,6.51191169882589e-20
