"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0055085","transmembrane transport","249/2519","484/6447",0.514462809917355,1.31668985134466,5.80093390364636,6.50516265009256e-09,3.9425932204311e-07,3.18166037886106e-07,"YEL069C/YHR094C/YNR072W/YOR273C/YLR004C/YDL210W/YMR319C/YJR095W/YDR536W/YJL212C/YHL028W/YDR406W/YDR345C/YOR092W/YJL034W/YOR161C/YHR092C/YCL025C/YOR348C/YOL126C/YBR068C/YGR125W/YKL016C/YCR098C/YBR294W/YOR020C/YLR237W/YER103W/YCR011C/YDR322C-A/YPR124W/YLR152C/YPL271W/YNL052W/YML123C/YKL217W/YIR028W/YHR096C/YIL111W/YGR191W/YBR091C/YBL030C/YDR046C/YGR243W/YDL067C/YDL004W/YDL022W/YJL163C/YHR160C/YJL193W/YAL067C/YPL265W/YOR306C/YKL197C/YKL073W/YPR115W/YJR045C/YDR529C/YER145C/YLR008C/YMR241W/YOL075C/YLR295C/YOR045W/YLR378C/YGR239C/YJR121W/YNL065W/YMR279C/YLR259C/YGL187C/YBR043C/YGR260W/YCR037C/YML081C-A/YDL138W/YMR088C/YER053C/YBR069C/YDL245C/YBL099W/YPR191W/YBR235W/YDR508C/YMR155W/YPL078C/YER119C/YLR395C/YHR051W/YNL101W/YMR058W/YBL075C/YKR093W/YLR038C/YOR254C/YJL104W/YJR152W/YMR203W/YPL026C/YPR020W/YOR222W/YGR224W/YOL130W/YNL070W/YOR232W/YLR136C/YDR298C/YLR447C/YDR277C/YDR377W/YDR343C/YEL063C/YML055W/YJR077C/YNR002C/YLR292C/YKL188C/YDR135C/YKL064W/YLR411W/YPL092W/YNL055C/YDR497C/YGR121C/YGL008C/YML038C/YPL244C/YKR039W/YOR390W/YPL169C/YOL077W-A/YPL036W/YFR053C/YOL031C/YNL142W/YDR119W/YJL166W/YOR071C/YDR342C/YJL129C/YOR153W/YDR011W/YGR055W/YMR301C/YIL166C/YNL270C/YNL131W/YER060W/YPL147W/YNL321W/YOR100C/YDR338C/YPR133W-A/YEL065W/YDL199C/YGR183C/YDL206W/YEL006W/YGR138C/YGR097W/YBR039W/YMR256C/YJL214W/YPL202C/YJR001W/YHL035C/YHR117W/YNR055C/YGL114W/YBR241C/YCR023C/YGR257C/YOR291W/YJL107C/YOR307C/YGL255W/YJR117W/YEL024W/YHR162W/YHL036W/YIL120W/YHR001W-A/YML116W/YKR016W/YJR158W/YIL013C/YOR065W/YMR221C/YCL038C/YOR011W/YPR156C/YPL098C/YPL274W/YOR137C/YHL040C/YCR075C/YIL022W/YDR270W/YGR217W/YOR365C/YOR130C/YCL040W/YGL253W/YGR281W/YLR138W/YML120C/YNL329C/YLL024C/YFR040W/YIL088C/YGL080W/YDL128W/YLR034C/YBR104W/YJR106W/YEL031W/YNR056C/YOR324C/YDR086C/YER019C-A/YKR065C/YJL108C/YDL183C/YKR103W/YKL195W/YKR051W/YNR013C/YAL028W/YOR378W/YNL003C/YKL175W/YGL006W/YDL194W/YDL092W/YOR271C/YBR008C/YKR050W/YBR132C/YGL191W/YBL045C/YNR070W/YFL054C/YPR003C/YLL061W/YOR316C/YLR220W/YGL104C/YDL185W/YGR065C",249
"GO:0009259","ribonucleotide metabolic process","64/2519","95/6447",0.673684210526316,1.72419297549153,5.69422155061769,1.80452497059235e-08,1.05595823279146e-06,8.52154986112759e-07,"YLR446W/YJL052W/YMR271C/YOR393W/YCR012W/YKL016C/YJL116C/YDR322C-A/YPL075W/YKL152C/YPL271W/YAL038W/YBR196C/YDL004W/YHR174W/YJR009C/YJL005W/YLR295C/YJR121W/YKL060C/YMR323W/YDL021W/YDR050C/YML081C-A/YDR226W/YBL099W/YPL078C/YOR128C/YML035C/YPR020W/YOL136C/YDR298C/YDR377W/YGR240C/YAR015W/YER005W/YOL077W-A/YFR053C/YML022W/YDR408C/YNR012W/YJR103W/YGL234W/YBR039W/YOR344C/YML106W/YMR205C/YER170W/YOR347C/YGR254W/YKL216W/YNL220W/YLR432W/YCL040W/YGL253W/YOL056W/YMR120C/YJL130C/YOR020W-A/YDR399W/YGR192C/YLR359W/YLR345W/YDL185W",64
"GO:0046434","organophosphate catabolic process","47/2519","64/6447",0.734375,1.879521883684,5.66236302417136,2.19010409368636e-08,1.23886888232858e-06,9.99763307328404e-07,"YLR446W/YJL052W/YOR393W/YCR012W/YNR001C/YKR031C/YOL059W/YPL075W/YKL152C/YER037W/YAL038W/YBR196C/YDL022W/YHR174W/YJR009C/YKL060C/YMR323W/YDL021W/YHR202W/YDR050C/YOL136C/YPL206C/YDR319C/YGR240C/YCR068W/YGL126W/YER005W/YFR053C/YOR344C/YBR252W/YDR481C/YMR205C/YBR242W/YOR347C/YGR254W/YPL110C/YDR287W/YCL040W/YGL253W/YML059C/YEL042W/YOL056W/YNL012W/YLR380W/YGR192C/YPL268W/YLR345W",47
"GO:0016051","carbohydrate biosynthetic process","62/2519","92/6447",0.673913043478261,1.72477863886635,5.60679937250028,2.96004525973616e-08,1.59398707267436e-06,1.28634257454291e-06,"YKR097W/YLR377C/YIL045W/YIL053W/YJL052W/YJL034W/YFR015C/YPL201C/YOL126C/YCR012W/YDR074W/YKL152C/YER062C/YGL062W/YBR196C/YOL132W/YFR042W/YJR009C/YMR215W/YKL060C/YML028W/YPR184W/YDR050C/YGR143W/YBR239C/YIL017C/YOL045W/YKL035W/YDR511W/YIL050W/YBR126C/YCL039W/YAL017W/YGL227W/YGL134W/YKR058W/YDL049C/YER129W/YML100W/YKL127W/YPL031C/YDR017C/YEL011W/YPL219W/YMR280C/YDR420W/YMR105C/YMR307W/YLR343W/YPR165W/YFR017C/YHR101C/YBR105C/YJL089W/YER059W/YLR070C/YDR313C/YMR306W/YLR258W/YOR178C/YGR192C/YPR159W",62
"GO:1901605","alpha-amino acid metabolic process","99/2519","165/6447",0.6,1.53560936879714,5.58103396917465,3.02856033502319e-08,1.59398707267436e-06,1.28634257454291e-06,"YGR087C/YAL012W/YPL111W/YLR231C/YLR303W/YMR250W/YLR044C/YOR375C/YPR167C/YER052C/YDR354W/YKL001C/YOL058W/YHR205W/YPR035W/YJR148W/YLL062C/YNL037C/YDR380W/YCL018W/YGR124W/YIL074C/YOR136W/YCL064C/YMR009W/YLR142W/YER055C/YFL018C/YIR017C/YLR027C/YJL200C/YLR058C/YJL071W/YML099C/YLR438W/YJR078W/YLR134W/YHR208W/YPR145W/YPL273W/YFL030W/YDL219W/YNL277W/YLR355C/YLL058W/YDL131W/YHR025W/YNR050C/YOL140W/YGL202W/YGL125W/YEL066W/YIL116W/YGL009C/YHR137W/YAL062W/YFR055W/YBR248C/YNL104C/YGR208W/YNL135C/YJL060W/YPR060C/YGL026C/YPR118W/YHR112C/YDL215C/YHR018C/YGL184C/YDR034C/YDR234W/YOL064C/YOR130C/YLR089C/YMR110C/YGL196W/YJR025C/YMR062C/YDR173C/YIL020C/YDR148C/YJL130C/YJR109C/YNL316C/YKR069W/YMR043W/YIL046W/YBR006W/YHR037W/YDR036C/YMR042W/YDR421W/YDR321W/YOR303W/YIL094C/YDR111C/YJR139C/YML096W/YER090W",99
"GO:0072523","purine-containing compound catabolic process","37/2519","47/6447",0.787234042553192,2.01480661863455,5.59133776023375,3.09968022382169e-08,1.59398707267436e-06,1.28634257454291e-06,"YNL141W/YLR446W/YJL052W/YOR393W/YCR012W/YNR001C/YDL238C/YPL075W/YKL152C/YAL038W/YBR196C/YIR027C/YHR174W/YJR009C/YKL060C/YMR323W/YDL021W/YHR202W/YDR050C/YMR278W/YDR400W/YOL136C/YDR319C/YGR240C/YGL126W/YFR053C/YOR344C/YBR252W/YMR205C/YOR347C/YGR254W/YCL040W/YGL253W/YOL056W/YGR192C/YLR209C/YLR345W",37
"GO:0006793","phosphorus metabolic process","253/2519","500/6447",0.506,1.29503056768559,5.50017544184735,3.47440785693268e-08,1.73413827447493e-06,1.39944415537753e-06,"YNL141W/YLR377C/YMR145C/YDR089W/YIL155C/YLR446W/YJL052W/YGR052W/YKL165C/YMR271C/YLR174W/YGR256W/YGR248W/YDL055C/YLR231C/YOR393W/YOL055C/YCR012W/YOR317W/YKL016C/YJL116C/YNL129W/YNR001C/YOL086C/YKR031C/YHL032C/YDR322C-A/YOL059W/YPL075W/YKL152C/YNL334C/YPL061W/YPL271W/YMR315W/YGL180W/YML123C/YLR168C/YER037W/YBR117C/YAL038W/YBR196C/YML075C/YDL004W/YDL022W/YJR066W/YNL264C/YGR043C/YMR207C/YMR272C/YHR174W/YJR009C/YDL166C/YJL005W/YLR295C/YJR121W/YKL060C/YMR323W/YER003C/YMR199W/YDL021W/YDL130W/YNL200C/YPL256C/YHR202W/YJL164C/YDR050C/YCR037C/YML081C-A/YDR226W/YFL060C/YKR080W/YNL217W/YFL053W/YGR108W/YBL099W/YLR099C/YDL085W/YPL078C/YKR089C/YKL035W/YOR095C/YGR244C/YML070W/YOR128C/YFL059W/YCR026C/YDR400W/YML035C/YPR020W/YNL241C/YNL087W/YOL136C/YOR222W/YPL206C/YNL106C/YJR078W/YDR298C/YJL145W/YDR377W/YNR034W/YDR319C/YNR047W/YGR240C/YCR068W/YGL126W/YAR015W/YJR049C/YPR074C/YBR111C/YOR074C/YER005W/YJR019C/YOR054C/YGL071W/YPL214C/YOL077W-A/YFR053C/YNL054W/YDR072C/YHR190W/YBR093C/YML022W/YDR408C/YHR183W/YNR012W/YDR372C/YOR143C/YCL052C/YER099C/YJR103W/YMR303C/YDR147W/YLR240W/YGL234W/YER072W/YIL002C/YFL045C/YOR120W/YKL127W/YOR109W/YBR039W/YOR344C/YPL031C/YDR208W/YPL202C/YCL004W/YNL071W/YNL009W/YDR017C/YML106W/YBR252W/YPL019C/YDR481C/YMR205C/YCR017C/YBR125C/YBR242W/YCL047C/YLR410W/YER170W/YOR347C/YGR254W/YML051W/YBR011C/YOR371C/YOR175C/YMR105C/YJL091C/YKL216W/YHR163W/YGR233C/YNL128W/YNL220W/YMR224C/YOR142W/YLR432W/YPL110C/YOR090C/YGR149W/YJL100W/YDR287W/YDR302W/YPL076W/YOL064C/YMR220W/YHR074W/YPL150W/YHR076W/YER070W/YLR450W/YHR004C/YPR183W/YGR180C/YOR111W/YCL040W/YGR109C/YGL253W/YML059C/YOR374W/YEL042W/YOL056W/YBL060W/YJR025C/YML120C/YDR018C/YMR120C/YFL017C/YDR173C/YMR079W/YDR531W/YDR148C/YLR386W/YJL130C/YNL012W/YPL188W/YMR165C/YFL004W/YGR170W/YKR072C/YJR051W/YMR096W/YBR221C/YLR043C/YOR020W-A/YOR209C/YLR380W/YNR013C/YBR109C/YDL103C/YLR070C/YDR399W/YDR331W/YBL068W/YOR086C/YLR193C/YPR113W/YKR070W/YGR192C/YHR194W/YNL158W/YNL267W/YNL231C/YHR100C/YLR359W/YEL041W/YCR073W-A/YPL268W/YLR209C/YLR345W/YIL066C/YKL151C/YDL185W/YPR120C",253
"GO:0019693","ribose phosphate metabolic process","67/2519","102/6447",0.656862745098039,1.68114097564393,5.55257936158604,3.93465328837197e-08,1.9077447515335e-06,1.53954403854795e-06,"YLR446W/YJL052W/YMR271C/YOR393W/YCR012W/YKL016C/YJL116C/YDR322C-A/YPL075W/YKL152C/YPL271W/YAL038W/YBR196C/YDL004W/YHR174W/YJR009C/YJL005W/YLR295C/YJR121W/YKL060C/YMR323W/YDL021W/YDR050C/YML081C-A/YDR226W/YBL099W/YPL078C/YOR128C/YML035C/YPR020W/YOL136C/YDR298C/YDR377W/YGR240C/YAR015W/YBR111C/YER005W/YOL077W-A/YFR053C/YML022W/YDR408C/YNR012W/YER099C/YJR103W/YGL234W/YBR039W/YOR344C/YML106W/YMR205C/YER170W/YOR347C/YGR254W/YKL216W/YNL220W/YLR432W/YCL040W/YGL253W/YOL056W/YMR120C/YJL130C/YOR020W-A/YDR399W/YBL068W/YGR192C/YLR359W/YLR345W/YDL185W",67
"GO:0044282","small molecule catabolic process","85/2519","138/6447",0.615942028985507,1.57641058391011,5.48106207828456,5.45503459627541e-08,2.57144269718871e-06,2.07514620168255e-06,"YGR087C/YPL095C/YNR071C/YKR009C/YIL155C/YPL111W/YGR019W/YLR231C/YMR250W/YOL055C/YLR044C/YPR006C/YHL032C/YGL205W/YJR096W/YOR391C/YPL061W/YER010C/YJR148W/YPR001W/YDR380W/YDL168W/YCL064C/YHR104W/YOR363C/YIR023W/YLR142W/YDR050C/YJR159W/YFL053W/YFL018C/YMR278W/YEL020C/YIL160C/YML070W/YLR438W/YDR400W/YJR078W/YLR134W/YHR208W/YBR208C/YGR240C/YKL188C/YGL156W/YJR019C/YDL219W/YMR210W/YHR210C/YDL170W/YPL147W/YJR030C/YAL051W/YPR127W/YGL202W/YOR120W/YKL127W/YOR040W/YHR137W/YNL009W/YMR205C/YFR055W/YBR019C/YMR105C/YJL060W/YDL215C/YDR272W/YDR287W/YLR089C/YGL196W/YJR025C/YGR207C/YDR148C/YDL174C/YMR165C/YMR043W/YBR006W/YHR037W/YLR070C/YLR284C/YDR036C/YMR042W/YDR421W/YDR321W/YDR111C/YLR209C",85
"GO:0009134","nucleoside diphosphate catabolic process","28/2519","33/6447",0.848484848484849,2.17156880435959,5.40298530094431,7.76008022711869e-08,3.44589466467326e-06,2.78082620025427e-06,"YLR446W/YJL052W/YOR393W/YCR012W/YPL075W/YKL152C/YAL038W/YBR196C/YHR174W/YJR009C/YKL060C/YMR323W/YDL021W/YDR050C/YOL136C/YGR240C/YER005W/YFR053C/YOR344C/YMR205C/YOR347C/YGR254W/YCL040W/YGL253W/YEL042W/YOL056W/YGR192C/YLR345W",28
"GO:0046031","ADP metabolic process","28/2519","33/6447",0.848484848484849,2.17156880435959,5.40298530094431,7.76008022711869e-08,3.44589466467326e-06,2.78082620025427e-06,"YLR446W/YJL052W/YOR393W/YCR012W/YPL075W/YKL152C/YAL038W/YBR196C/YHR174W/YJR009C/YKL060C/YMR323W/YDL021W/YDR050C/YDR226W/YOL136C/YGR240C/YFR053C/YOR344C/YMR205C/YER170W/YOR347C/YGR254W/YCL040W/YGL253W/YOL056W/YGR192C/YLR345W",28
"GO:0006006","glucose metabolic process","45/2519","62/6447",0.725806451612903,1.85759197838364,5.43337398295916,7.91926293000927e-08,3.44589466467326e-06,2.78082620025427e-06,"YKR097W/YNR071C/YLR377C/YOR047C/YMR145C/YLR446W/YJL052W/YOL126C/YLR044C/YCR012W/YOL086C/YHR043C/YKL152C/YGL062W/YBR196C/YJR009C/YKL060C/YML028W/YKL038W/YDR050C/YMR278W/YBR239C/YDL085W/YIL017C/YDR511W/YNL241C/YCL039W/YLR134W/YGR240C/YGL227W/YFR053C/YHR210C/YKL127W/YMR205C/YDR081C/YMR280C/YMR105C/YJR090C/YCL040W/YGL253W/YBR105C/YHR044C/YJL089W/YDR313C/YGR192C",45
"GO:0006796","phosphate-containing compound metabolic process","245/2519","487/6447",0.503080082135524,1.28755747897091,5.28493332985014,1.10938503252973e-07,4.63174674489337e-06,3.73780511435429e-06,"YNL141W/YLR377C/YMR145C/YIL155C/YLR446W/YJL052W/YGR052W/YKL165C/YMR271C/YLR174W/YGR256W/YGR248W/YDL055C/YLR231C/YOR393W/YOL055C/YCR012W/YOR317W/YKL016C/YJL116C/YNL129W/YNR001C/YOL086C/YKR031C/YHL032C/YDR322C-A/YOL059W/YPL075W/YKL152C/YNL334C/YPL061W/YPL271W/YMR315W/YGL180W/YLR168C/YER037W/YBR117C/YAL038W/YBR196C/YML075C/YDL004W/YDL022W/YJR066W/YNL264C/YGR043C/YMR207C/YMR272C/YHR174W/YJR009C/YDL166C/YJL005W/YLR295C/YJR121W/YKL060C/YMR323W/YER003C/YMR199W/YDL021W/YDL130W/YNL200C/YPL256C/YHR202W/YJL164C/YDR050C/YML081C-A/YDR226W/YFL060C/YKR080W/YFL053W/YGR108W/YBL099W/YLR099C/YDL085W/YPL078C/YKR089C/YKL035W/YOR095C/YGR244C/YML070W/YOR128C/YFL059W/YCR026C/YDR400W/YML035C/YPR020W/YNL241C/YNL087W/YOL136C/YOR222W/YPL206C/YNL106C/YJR078W/YDR298C/YJL145W/YDR377W/YNR034W/YDR319C/YNR047W/YGR240C/YCR068W/YGL126W/YAR015W/YJR049C/YPR074C/YBR111C/YOR074C/YER005W/YJR019C/YOR054C/YGL071W/YPL214C/YOL077W-A/YFR053C/YNL054W/YDR072C/YHR190W/YBR093C/YML022W/YDR408C/YHR183W/YNR012W/YDR372C/YOR143C/YCL052C/YER099C/YJR103W/YMR303C/YDR147W/YLR240W/YGL234W/YIL002C/YFL045C/YOR120W/YKL127W/YOR109W/YBR039W/YOR344C/YPL031C/YDR208W/YPL202C/YCL004W/YNL071W/YNL009W/YDR017C/YML106W/YBR252W/YDR481C/YMR205C/YCR017C/YBR125C/YBR242W/YCL047C/YLR410W/YER170W/YOR347C/YGR254W/YML051W/YBR011C/YOR371C/YOR175C/YMR105C/YJL091C/YKL216W/YHR163W/YGR233C/YNL128W/YNL220W/YMR224C/YOR142W/YLR432W/YPL110C/YOR090C/YGR149W/YJL100W/YDR287W/YDR302W/YPL076W/YOL064C/YMR220W/YHR074W/YPL150W/YHR076W/YER070W/YLR450W/YHR004C/YPR183W/YGR180C/YOR111W/YCL040W/YGR109C/YGL253W/YML059C/YOR374W/YEL042W/YOL056W/YBL060W/YJR025C/YML120C/YDR018C/YMR120C/YFL017C/YDR173C/YMR079W/YDR531W/YDR148C/YLR386W/YJL130C/YNL012W/YPL188W/YMR165C/YGR170W/YKR072C/YJR051W/YMR096W/YBR221C/YLR043C/YOR020W-A/YOR209C/YLR380W/YBR109C/YDL103C/YLR070C/YDR399W/YDR331W/YBL068W/YOR086C/YLR193C/YPR113W/YKR070W/YGR192C/YHR194W/YNL158W/YNL267W/YNL231C/YHR100C/YLR359W/YEL041W/YCR073W-A/YPL268W/YLR209C/YLR345W/YIL066C/YKL151C/YDL185W/YPR120C",245
"GO:0019318","hexose metabolic process","54/2519","79/6447",0.683544303797468,1.74942839483219,5.36680303821073,1.1190431145588e-07,4.63174674489337e-06,3.73780511435429e-06,"YKR097W/YNR071C/YLR377C/YOR047C/YMR145C/YLR446W/YJL052W/YOL126C/YLR044C/YCR012W/YOL086C/YHR043C/YKL152C/YGL062W/YBR196C/YJR009C/YHR104W/YKL060C/YML028W/YKL038W/YDR050C/YJR159W/YMR278W/YBR239C/YDL085W/YIL017C/YDR511W/YNL241C/YOL136C/YCL039W/YLR134W/YGR240C/YGL156W/YGL227W/YFR053C/YHR210C/YJR030C/YFL045C/YKL127W/YMR205C/YDR081C/YBR019C/YMR280C/YML051W/YMR105C/YJR090C/YCL040W/YGL253W/YBR105C/YHR044C/YJL089W/YDR313C/YGR192C/YLR345W",54
"GO:0016052","carbohydrate catabolic process","66/2519","102/6447",0.647058823529412,1.65604931929104,5.34803519496711,1.18626691712168e-07,4.79308323417972e-06,3.86800315582782e-06,"YNR071C/YIL155C/YLR446W/YJL052W/YBR299W/YNR067C/YIL162W/YOR393W/YCR012W/YHL032C/YPR026W/YJR096W/YPL075W/YKL152C/YAL038W/YBR196C/YHR174W/YJR009C/YHR104W/YKL060C/YMR323W/YPR184W/YDL021W/YDR050C/YJR159W/YFL053W/YIL099W/YNL242W/YML070W/YDR001C/YLR286C/YIL123W/YIL050W/YLR300W/YOL136C/YNL066W/YGR240C/YGL156W/YFR053C/YPR160W/YHR210C/YIL024C/YJR030C/YGR287C/YOR120W/YKL127W/YOR344C/YMR205C/YDR081C/YMR164C/YBR019C/YOR347C/YGR254W/YMR105C/YFR017C/YDR261C/YCL040W/YGL253W/YOL056W/YFR021W/YIR007W/YDR371W/YER059W/YLR070C/YGR192C/YLR345W",66
"GO:0009191","ribonucleoside diphosphate catabolic process","27/2519","32/6447",0.84375,2.15945067487098,5.26504916861839,1.70205796354243e-07,6.71719154449186e-06,5.42075253505189e-06,"YLR446W/YJL052W/YOR393W/YCR012W/YPL075W/YKL152C/YAL038W/YBR196C/YHR174W/YJR009C/YKL060C/YMR323W/YDL021W/YDR050C/YOL136C/YGR240C/YER005W/YFR053C/YOR344C/YMR205C/YOR347C/YGR254W/YCL040W/YGL253W/YOL056W/YGR192C/YLR345W",27
"GO:0005996","monosaccharide metabolic process","58/2519","88/6447",0.659090909090909,1.68684362481504,5.1949131333402,2.71415945924718e-07,1.01630861300503e-05,8.20157867146076e-06,"YKR097W/YNR071C/YLR377C/YOR047C/YMR145C/YLR446W/YJL052W/YOL126C/YLR044C/YCR012W/YOL086C/YHR043C/YJR096W/YKL152C/YGL062W/YBR196C/YJR009C/YHR104W/YKL060C/YML028W/YKL038W/YDR050C/YJR159W/YMR278W/YBR239C/YDL085W/YIL017C/YOR095C/YDR511W/YNL241C/YOL136C/YCL039W/YLR134W/YGR240C/YGL156W/YGL227W/YFR053C/YHR210C/YJR030C/YFL045C/YOR120W/YKL127W/YMR205C/YDR081C/YBR019C/YMR280C/YML051W/YMR105C/YJR090C/YCL040W/YGL253W/YBR105C/YHR044C/YJL089W/YLR070C/YDR313C/YGR192C/YLR345W",58
"GO:0009135","purine nucleoside diphosphate metabolic process","28/2519","34/6447",0.823529411764706,2.10769913364314,5.18566132201926,2.75487308180504e-07,1.01630861300503e-05,8.20157867146076e-06,"YLR446W/YJL052W/YOR393W/YCR012W/YPL075W/YKL152C/YAL038W/YBR196C/YHR174W/YJR009C/YKL060C/YMR323W/YDL021W/YDR050C/YDR226W/YOL136C/YGR240C/YFR053C/YOR344C/YMR205C/YER170W/YOR347C/YGR254W/YCL040W/YGL253W/YOL056W/YGR192C/YLR345W",28
"GO:0009179","purine ribonucleoside diphosphate metabolic process","28/2519","34/6447",0.823529411764706,2.10769913364314,5.18566132201926,2.75487308180504e-07,1.01630861300503e-05,8.20157867146076e-06,"YLR446W/YJL052W/YOR393W/YCR012W/YPL075W/YKL152C/YAL038W/YBR196C/YHR174W/YJR009C/YKL060C/YMR323W/YDL021W/YDR050C/YDR226W/YOL136C/YGR240C/YFR053C/YOR344C/YMR205C/YER170W/YOR347C/YGR254W/YCL040W/YGL253W/YOL056W/YGR192C/YLR345W",28
"GO:0170033","L-amino acid metabolic process","88/2519","148/6447",0.594594594594595,1.52177505015933,5.14223425162409,3.16046683522407e-07,1.14113025944154e-05,9.20888544821169e-06,"YGR087C/YPL111W/YLR231C/YLR303W/YMR250W/YLR044C/YOR375C/YPR167C/YER052C/YDR354W/YKL001C/YOL058W/YPR035W/YJR148W/YLL062C/YNL037C/YDR380W/YCL018W/YGR124W/YIL074C/YOR136W/YCL064C/YMR009W/YLR142W/YER055C/YFL018C/YIR017C/YLR027C/YJL200C/YLR058C/YJL071W/YLR438W/YJR078W/YLR134W/YHR208W/YPR145W/YPL273W/YNL277W/YLR355C/YLL058W/YDL131W/YHR025W/YNR050C/YOL140W/YGL202W/YGL125W/YIL116W/YGL009C/YHR137W/YAL062W/YFR055W/YBR248C/YNL104C/YGR208W/YJL060W/YPR060C/YGL026C/YPR118W/YDL215C/YHR018C/YGL184C/YDR034C/YDR234W/YOL064C/YOR130C/YLR089C/YMR110C/YJR025C/YMR062C/YIL020C/YDR148C/YJL130C/YJR109C/YNL316C/YKR069W/YMR043W/YIL046W/YBR006W/YHR037W/YMR042W/YDR421W/YDR321W/YOR303W/YIL094C/YDR111C/YJR139C/YML096W/YER090W",88
"GO:0009060","aerobic respiration","63/2519","98/6447",0.642857142857143,1.64529575228265,5.1545727728474,3.26840827165556e-07,1.15551850770822e-05,9.32499816101727e-06,"YMR118C/YPL262W/YLR164W/YLR174W/YMR002W/YOL126C/YJL116C/YNR001C/YER065C/YJR048W/YPL271W/YNL052W/YPR001W/YIL111W/YBL030C/YNL037C/YDL067C/YOR136W/YDR529C/YNL031C/YJR121W/YBR238C/YGL187C/YDR487C/YFR049W/YIL070C/YNL117W/YPR191W/YJL200C/YLR395C/YHR051W/YGR244C/YJL209W/YLR038C/YKL148C/YDR298C/YLL041C/YPL159C/YJL166W/YML110C/YLR304C/YGR183C/YMR256C/YNL009W/YKR046C/YDR031W/YEL024W/YDR178W/YHR001W-A/YOR065W/YPL132W/YLL013C/YOR142W/YBR010W/YLR139C/YML120C/YGL226W/YDR148C/YMR165C/YKL093W/YGL191W/YBL045C/YOR002W",63
"GO:0045333","cellular respiration","70/2519","112/6447",0.625,1.59959309249702,5.12584910790123,3.67329696640823e-07,1.16673262868345e-05,9.41549576600916e-06,"YMR118C/YPL262W/YLR164W/YLR174W/YMR002W/YOL126C/YJL116C/YNR001C/YER065C/YJR048W/YPL271W/YNL052W/YPR001W/YIL111W/YBL030C/YNL037C/YDL067C/YOR356W/YOR136W/YDR529C/YNL031C/YJR121W/YBR238C/YGL187C/YDR487C/YFR049W/YIL070C/YBL021C/YNL117W/YFL018C/YPR191W/YJL200C/YLR256W/YLR395C/YHR051W/YGR244C/YJL209W/YLR038C/YKL148C/YDR298C/YLL041C/YJR120W/YPL159C/YJL166W/YML110C/YLR304C/YGR183C/YMR256C/YNL009W/YKR046C/YDR031W/YEL024W/YDR178W/YHR001W-A/YOR065W/YPL132W/YLL013C/YOR142W/YBR010W/YLR139C/YML120C/YGL226W/YDR148C/YMR165C/YKL093W/YGL191W/YBL045C/YOR002W/YOL008W/YNR074C",70
"GO:0008652","amino acid biosynthetic process","76/2519","124/6447",0.612903225806452,1.56863322619063,5.11982337821907,3.69776851876051e-07,1.16673262868345e-05,9.41549576600916e-06,"YAL012W/YLR303W/YOR375C/YPR167C/YER052C/YDR354W/YKL001C/YOL058W/YPR035W/YMR170C/YMR169C/YJR148W/YLL062C/YNL037C/YCL018W/YGR124W/YIL074C/YOR136W/YGL148W/YMR009W/YER055C/YFL018C/YIR017C/YLR027C/YJL200C/YLR058C/YJL071W/YLR438W/YHR208W/YPR145W/YPL273W/YFL030W/YNL277W/YLR355C/YBR249C/YLL058W/YDL131W/YHR025W/YNR050C/YOL140W/YGL202W/YGL125W/YIL116W/YGL009C/YHR137W/YAL062W/YFR055W/YBR248C/YNL104C/YGR208W/YNL135C/YPR060C/YGL026C/YPR118W/YHR018C/YGL184C/YDR034C/YDR234W/YOL064C/YOR130C/YLR089C/YMR062C/YIL020C/YJR109C/YNL316C/YKR069W/YMR043W/YIL046W/YHR037W/YMR042W/YOR303W/YIL094C/YJR139C/YML096W/YER090W/YDR127W",76
"GO:0006096","glycolytic process","26/2519","31/6447",0.838709677419355,2.14655073057665,5.12407454763025,3.71264360335334e-07,1.16673262868345e-05,9.41549576600916e-06,"YLR446W/YJL052W/YOR393W/YCR012W/YPL075W/YKL152C/YAL038W/YBR196C/YHR174W/YJR009C/YKL060C/YMR323W/YDL021W/YDR050C/YOL136C/YGR240C/YFR053C/YOR344C/YMR205C/YOR347C/YGR254W/YCL040W/YGL253W/YOL056W/YGR192C/YLR345W",26
"GO:0009137","purine nucleoside diphosphate catabolic process","26/2519","31/6447",0.838709677419355,2.14655073057665,5.12407454763025,3.71264360335334e-07,1.16673262868345e-05,9.41549576600916e-06,"YLR446W/YJL052W/YOR393W/YCR012W/YPL075W/YKL152C/YAL038W/YBR196C/YHR174W/YJR009C/YKL060C/YMR323W/YDL021W/YDR050C/YOL136C/YGR240C/YFR053C/YOR344C/YMR205C/YOR347C/YGR254W/YCL040W/YGL253W/YOL056W/YGR192C/YLR345W",26
